2025-07-19 23:20:44 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=193.52.230.21; Destination=66.28.70.94; QNAME=vpn.eljcicax.xyz; QTYPE=A; RCODE=NOERROR
2025-08-08 00:40:11 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=37.14.133.218; Destination=127.155.228.218; QNAME=cdn.dyxcrujxj.com; QTYPE=AAAA; RCODE=NOERROR
2025-08-08 00:43:53 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=115.6.56.84; Destination=19.122.231.232; QNAME=login.oryvxpkpk.dev; QTYPE=PTR; RCODE=FORMERR
2025-08-08 00:46:46 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=188.133.135.162; Destination=57.46.171.140; QNAME=portal.shlwhouk.net; QTYPE=SRV; RCODE=SERVFAIL
2025-08-08 00:47:42 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=111.202.67.14; Destination=154.189.153.249; QNAME=cdn.lrpccznu.biz; QTYPE=MX; RCODE=NXDOMAIN
2025-08-08 01:00:31 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=42.64.67.126; Destination=39.64.109.6; QNAME=www.xteqosx.net; QTYPE=CAA; RCODE=SERVFAIL
2025-08-08 01:11:45 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=34.43.24.51; Destination=182.215.106.5; QNAME=vpn.ktkdlfbb.org; QTYPE=AAAA; RCODE=REFUSED
2025-08-08 01:18:52 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=85.143.192.123; Destination=45.40.41.144; QNAME=repo.zwvurmi.dev; QTYPE=MX; RCODE=SERVFAIL
2025-08-08 01:30:04 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=90.156.92.71; Destination=93.237.114.242; QNAME=www.ccftqiwj.net; QTYPE=NS; RCODE=SERVFAIL
2025-08-08 01:32:53 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=146.87.91.222; Destination=109.47.85.145; QNAME=status.jekxsgmt.co; QTYPE=NS; RCODE=REFUSED
2025-08-08 01:36:25 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=41.34.83.21; Destination=189.233.82.217; QNAME=login.hcftxbq.org; QTYPE=SOA; RCODE=REFUSED
2025-08-08 01:37:18 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=61.111.169.219; Destination=189.102.90.168; QNAME=secure.drnecrm.biz; QTYPE=MX; RCODE=SERVFAIL
2025-08-08 01:44:22 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=199.206.37.230; Destination=13.36.144.157; QNAME=login.oyhxeb.io; QTYPE=SOA; RCODE=SERVFAIL
2025-08-08 01:50:21 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=26.231.65.151; Destination=164.96.168.170; QNAME=assets.itbqf.dev; QTYPE=CAA; RCODE=NXDOMAIN
2025-08-08 01:53:01 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=122.15.50.56; Destination=46.107.65.167; QNAME=secure.rawwdfhml.biz; QTYPE=SRV; RCODE=SERVFAIL
2025-08-08 02:03:12 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=177.16.62.53; Destination=45.91.109.81; QNAME=auth.wwzrvvav.io; QTYPE=A; RCODE=SERVFAIL
2025-08-08 02:04:13 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=141.167.234.94; Destination=50.216.135.149; QNAME=www.aawtfvilt.com; QTYPE=MX; RCODE=NOERROR
2025-08-08 02:07:37 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=207.255.227.148; Destination=94.91.148.146; QNAME=status.mlvpj.org; QTYPE=MX; RCODE=NXDOMAIN
2025-08-08 02:09:42 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=29.171.255.237; Destination=60.243.118.61; QNAME=vpn.yzzqrvyezo.biz; QTYPE=TXT; RCODE=REFUSED
2025-08-08 02:18:53 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=123.253.201.9; Destination=115.38.102.158; QNAME=www.ihgnal.xyz; QTYPE=SRV; RCODE=NXDOMAIN
2025-08-08 02:21:44 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=163.98.247.193; Destination=157.241.221.255; QNAME=mail.eatyvzivx.io; QTYPE=TXT; RCODE=NXDOMAIN
2025-08-08 02:24:28 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=120.202.165.140; Destination=135.128.239.137; QNAME=api.mwfivqoyzk.xyz; QTYPE=PTR; RCODE=REFUSED
2025-08-08 02:43:10 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=11.181.93.87; Destination=23.250.64.238; QNAME=portal.oqjzdpkyb.io; QTYPE=NS; RCODE=FORMERR
2025-08-08 02:46:01 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=9.3.187.0; Destination=195.47.186.127; QNAME=secure.zgtvakswy.info; QTYPE=PTR; RCODE=FORMERR
2025-08-08 02:50:03 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=78.161.133.185; Destination=43.4.242.91; QNAME=cdn.dwdpepit.co; QTYPE=AAAA; RCODE=FORMERR
2025-08-08 02:56:23 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=92.3.230.162; Destination=36.212.229.131; QNAME=mail.ssmlmkr.org; QTYPE=PTR; RCODE=FORMERR
2025-08-08 03:06:09 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=85.200.122.230; Destination=169.14.98.252; QNAME=assets.xiphepnefj.net; QTYPE=PTR; RCODE=SERVFAIL
2025-08-08 03:08:51 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=80.212.233.78; Destination=126.246.38.238; QNAME=secure.hysdy.org; QTYPE=PTR; RCODE=NXDOMAIN
2025-08-08 03:15:36 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=187.3.55.213; Destination=158.43.143.160; QNAME=portal.tndci.xyz; QTYPE=TXT; RCODE=SERVFAIL
2025-08-08 03:28:28 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=201.87.157.143; Destination=82.150.34.58; QNAME=mail.fwfpxq.info; QTYPE=AAAA; RCODE=SERVFAIL
2025-08-08 03:51:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=60.114.137.68; Destination=173.90.200.208; QNAME=auth.pozzbpnb.dev; QTYPE=SOA; RCODE=NXDOMAIN
2025-08-08 04:07:17 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=150.238.83.82; Destination=82.138.165.149; QNAME=www.enjbtlha.xyz; QTYPE=SOA; RCODE=NOERROR
2025-08-08 04:22:37 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=161.164.170.79; Destination=169.150.69.4; QNAME=login.jmuunw.xyz; QTYPE=SRV; RCODE=SERVFAIL
2025-08-08 04:29:39 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=49.43.1.171; Destination=65.234.167.127; QNAME=api.xqdyg.info; QTYPE=A; RCODE=FORMERR
2025-08-08 04:45:18 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=111.168.221.108; Destination=117.176.11.251; QNAME=secure.xdnhgpozug.biz; QTYPE=PTR; RCODE=FORMERR
2025-08-08 04:48:26 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=71.224.56.32; Destination=23.242.121.76; QNAME=login.tlmyujw.io; QTYPE=MX; RCODE=FORMERR
2025-08-08 04:51:10 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=166.86.125.111; Destination=102.163.14.229; QNAME=repo.coott.org; QTYPE=PTR; RCODE=NOERROR
2025-08-08 04:53:40 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=56.229.13.225; Destination=119.157.23.75; QNAME=repo.comfj.biz; QTYPE=SOA; RCODE=REFUSED
2025-08-08 04:57:20 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=100.199.203.200; Destination=28.21.192.4; QNAME=cdn.xmvodhw.net; QTYPE=A; RCODE=REFUSED
2025-08-08 05:08:35 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=176.160.80.42; Destination=96.135.166.178; QNAME=vpn.rbgexg.com; QTYPE=MX; RCODE=NOERROR
2025-08-08 05:20:59 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=52.105.186.233; Destination=48.179.228.132; QNAME=vpn.ozphxkol.co; QTYPE=SOA; RCODE=REFUSED
2025-08-08 05:31:06 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=16.150.108.97; Destination=139.203.252.154; QNAME=updates.jlguoeweny.co; QTYPE=NS; RCODE=REFUSED
2025-08-08 05:31:15 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=160.36.76.215; Destination=91.80.160.174; QNAME=www.awzsoucuu.org; QTYPE=SOA; RCODE=NOERROR
2025-08-08 05:44:44 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=158.254.197.138; Destination=56.239.217.50; QNAME=api.hlwivqv.info; QTYPE=CAA; RCODE=REFUSED
2025-08-08 05:47:07 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=169.130.218.174; Destination=141.228.32.77; QNAME=api.cjxqxna.info; QTYPE=SRV; RCODE=NXDOMAIN
2025-08-08 05:47:49 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=105.152.15.19; Destination=220.147.206.215; QNAME=login.rzlyqzwt.org; QTYPE=CAA; RCODE=SERVFAIL
2025-08-08 05:49:20 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=153.144.24.58; Destination=113.144.183.48; QNAME=secure.wxtsgikojs.dev; QTYPE=TXT; RCODE=NOERROR
2025-08-08 05:50:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=164.138.217.25; Destination=177.32.48.239; QNAME=repo.cauyktgyfo.com; QTYPE=PTR; RCODE=FORMERR
2025-08-08 05:56:00 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=53.182.142.51; Destination=52.49.117.202; QNAME=auth.ujhhvdwvhj.io; QTYPE=SOA; RCODE=SERVFAIL
2025-08-08 05:56:45 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=149.159.141.51; Destination=101.96.55.34; QNAME=api.tkdax.net; QTYPE=PTR; RCODE=NOERROR
2025-08-08 05:58:49 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=160.234.130.18; Destination=72.235.142.211; QNAME=login.rwzczzi.xyz; QTYPE=MX; RCODE=FORMERR
2025-08-08 06:05:05 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=110.23.33.111; Destination=19.247.248.141; QNAME=assets.xyqlmi.com; QTYPE=CAA; RCODE=SERVFAIL
2025-08-08 06:05:35 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=123.96.187.128; Destination=14.82.136.241; QNAME=mail.vvocdiihi.xyz; QTYPE=PTR; RCODE=NXDOMAIN
2025-08-08 06:10:31 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=37.14.85.164; Destination=114.17.37.132; QNAME=assets.wlywacpqgx.dev; QTYPE=TXT; RCODE=SERVFAIL
2025-08-08 06:11:35 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=117.93.43.232; Destination=105.178.111.175; QNAME=mail.kykpi.io; QTYPE=PTR; RCODE=NOERROR
2025-08-08 06:32:08 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=174.236.242.147; Destination=79.126.113.152; QNAME=api.sjvwtqrntd.co; QTYPE=CAA; RCODE=REFUSED
2025-08-08 07:27:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=128.85.199.141; Destination=95.83.191.26; QNAME=cdn.kmnrbhtbvm.xyz; QTYPE=MX; RCODE=NXDOMAIN
2025-08-08 07:29:38 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=12.28.247.214; Destination=121.131.37.47; QNAME=status.deoiddvh.net; QTYPE=SRV; RCODE=REFUSED
2025-08-08 07:31:07 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=12.183.124.45; Destination=88.14.82.85; QNAME=www.kmurahjfiv.dev; QTYPE=MX; RCODE=FORMERR
2025-08-08 07:32:05 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=221.252.136.21; Destination=78.220.35.40; QNAME=portal.vzkuepzohi.org; QTYPE=NS; RCODE=NOERROR
2025-08-08 07:36:09 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=151.209.23.118; Destination=26.208.26.36; QNAME=cdn.jueehkpx.org; QTYPE=PTR; RCODE=REFUSED
2025-08-08 07:36:30 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=12.32.136.179; Destination=39.36.188.254; QNAME=mail.vokak.org; QTYPE=SOA; RCODE=REFUSED
2025-08-08 07:43:06 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=177.98.177.11; Destination=115.144.94.227; QNAME=login.rcerxn.io; QTYPE=CAA; RCODE=SERVFAIL
2025-08-08 07:43:37 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=176.203.207.63; Destination=216.161.113.55; QNAME=api.nniszzrn.dev; QTYPE=SRV; RCODE=NOERROR
2025-08-08 07:44:49 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=107.76.152.64; Destination=80.245.144.30; QNAME=cdn.emcqiqxnq.biz; QTYPE=NS; RCODE=SERVFAIL
2025-08-08 07:47:36 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=15.20.84.70; Destination=131.89.111.132; QNAME=cdn.twnoyqd.xyz; QTYPE=SOA; RCODE=NXDOMAIN
2025-08-08 07:48:26 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=175.85.237.116; Destination=184.27.58.86; QNAME=assets.wgxcowjd.co; QTYPE=CAA; RCODE=REFUSED
2025-08-08 07:49:49 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=160.171.77.164; Destination=82.143.3.252; QNAME=www.jngcczfz.io; QTYPE=SRV; RCODE=REFUSED
2025-08-08 07:57:32 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=163.82.209.114; Destination=41.141.9.197; QNAME=portal.bhikyvaoe.co; QTYPE=SOA; RCODE=FORMERR
2025-08-08 08:05:10 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=166.144.98.41; Destination=42.107.2.17; QNAME=repo.nrnziaob.biz; QTYPE=MX; RCODE=SERVFAIL
2025-08-08 08:09:39 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=185.62.60.150; Destination=105.191.234.83; QNAME=portal.vowbwhare.dev; QTYPE=SOA; RCODE=REFUSED
2025-08-08 08:11:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=153.167.246.116; Destination=119.39.179.164; QNAME=repo.bilgvdtg.biz; QTYPE=MX; RCODE=SERVFAIL
2025-08-08 08:20:01 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=128.55.126.189; Destination=115.236.205.172; QNAME=auth.gqwjobx.co; QTYPE=A; RCODE=NXDOMAIN
2025-08-08 08:21:39 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=139.71.220.16; Destination=65.80.63.113; QNAME=api.fwccllqubz.dev; QTYPE=SRV; RCODE=SERVFAIL
2025-08-08 08:30:49 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=198.171.212.41; Destination=136.62.243.47; QNAME=mail.hwwez.xyz; QTYPE=SRV; RCODE=NXDOMAIN
2025-08-08 08:32:46 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=87.210.215.207; Destination=29.68.229.121; QNAME=login.aqmzi.co; QTYPE=CAA; RCODE=NXDOMAIN
2025-08-08 08:37:23 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=115.90.9.240; Destination=93.80.131.183; QNAME=updates.wwizwngq.co; QTYPE=CAA; RCODE=NXDOMAIN
2025-08-08 08:38:42 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=21.153.68.169; Destination=218.48.107.50; QNAME=auth.nvfrb.info; QTYPE=A; RCODE=REFUSED
2025-08-08 08:41:12 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=137.57.97.216; Destination=116.151.179.108; QNAME=vpn.glfuhigb.dev; QTYPE=CAA; RCODE=SERVFAIL
2025-08-08 08:45:04 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=14.24.1.3; Destination=160.4.177.123; QNAME=api.kuzrz.co; QTYPE=A; RCODE=FORMERR
2025-08-08 08:59:16 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=188.80.76.71; Destination=64.62.193.31; QNAME=auth.ysmmib.dev; QTYPE=MX; RCODE=NOERROR
2025-08-08 09:00:06 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=64.250.98.117; Destination=113.192.79.114; QNAME=api.qzbpj.com; QTYPE=NS; RCODE=REFUSED
2025-08-08 09:02:51 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=171.203.82.116; Destination=90.108.41.92; QNAME=status.qdfhv.org; QTYPE=A; RCODE=NOERROR
2025-08-08 09:06:41 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=135.41.32.82; Destination=78.137.87.255; QNAME=login.yiuzij.dev; QTYPE=AAAA; RCODE=FORMERR
2025-08-08 09:09:45 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=157.80.57.178; Destination=165.237.177.17; QNAME=updates.gmkwpsnzf.xyz; QTYPE=CAA; RCODE=FORMERR
2025-08-08 09:19:46 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=160.156.150.45; Destination=85.218.34.207; QNAME=repo.nrmmd.net; QTYPE=SRV; RCODE=REFUSED
2025-08-08 09:27:00 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=40.169.214.132; Destination=216.206.198.188; QNAME=vpn.liwxbqzon.org; QTYPE=CAA; RCODE=NOERROR
2025-08-08 09:33:09 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=128.239.209.207; Destination=61.7.150.187; QNAME=assets.olitrkmic.io; QTYPE=TXT; RCODE=SERVFAIL
2025-08-08 09:44:26 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=217.126.77.232; Destination=73.79.193.116; QNAME=www.abydjy.com; QTYPE=A; RCODE=FORMERR
2025-08-08 10:15:38 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=178.24.213.72; Destination=22.146.128.205; QNAME=mail.abofdfg.biz; QTYPE=AAAA; RCODE=SERVFAIL
2025-08-08 10:15:56 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=38.174.192.71; Destination=182.199.46.165; QNAME=updates.yirursutv.co; QTYPE=SOA; RCODE=NOERROR
2025-08-08 10:18:35 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=167.137.20.227; Destination=52.7.199.223; QNAME=cdn.smgajym.dev; QTYPE=NS; RCODE=FORMERR
2025-08-08 10:21:33 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=181.96.137.138; Destination=76.213.250.127; QNAME=updates.duwctqqp.info; QTYPE=SRV; RCODE=SERVFAIL
2025-08-08 10:21:59 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=192.185.96.32; Destination=77.149.175.181; QNAME=api.bdufb.xyz; QTYPE=SRV; RCODE=REFUSED
2025-08-08 10:22:36 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=75.123.255.84; Destination=11.3.93.82; QNAME=vpn.edepd.net; QTYPE=PTR; RCODE=REFUSED
2025-08-08 10:24:26 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=117.42.181.226; Destination=161.232.177.197; QNAME=login.trlxcppqzx.dev; QTYPE=CAA; RCODE=REFUSED
2025-08-08 10:26:34 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=221.250.232.43; Destination=165.178.238.225; QNAME=status.vopzf.com; QTYPE=PTR; RCODE=NOERROR
2025-08-08 10:47:05 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=133.2.139.42; Destination=179.127.248.105; QNAME=portal.shacuciq.io; QTYPE=A; RCODE=NXDOMAIN
2025-08-08 10:51:58 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=125.4.65.178; Destination=171.76.73.54; QNAME=secure.mmlkw.net; QTYPE=SRV; RCODE=SERVFAIL
2025-08-08 10:52:23 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=92.164.88.85; Destination=124.16.217.235; QNAME=assets.nmzypeyxh.dev; QTYPE=AAAA; RCODE=FORMERR
2025-08-08 11:07:01 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=155.99.249.139; Destination=119.167.186.193; QNAME=auth.gvhqopazfy.co; QTYPE=A; RCODE=NXDOMAIN
2025-08-08 11:10:38 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=78.79.5.223; Destination=206.122.228.47; QNAME=auth.yogtpqn.com; QTYPE=TXT; RCODE=REFUSED
2025-08-08 11:11:50 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=58.32.70.99; Destination=215.124.18.99; QNAME=updates.rxanyhycr.io; QTYPE=CAA; RCODE=NOERROR
2025-08-08 11:16:43 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=22.120.10.54; Destination=167.5.23.239; QNAME=portal.crexfcytj.biz; QTYPE=TXT; RCODE=REFUSED
2025-08-08 11:25:45 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=124.67.150.90; Destination=128.37.42.43; QNAME=assets.dddgyskpm.net; QTYPE=NS; RCODE=SERVFAIL
2025-08-08 11:34:12 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=206.209.135.183; Destination=164.195.133.45; QNAME=www.axmanmzzeu.co; QTYPE=MX; RCODE=FORMERR
2025-08-08 11:35:19 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=66.23.202.205; Destination=158.175.143.222; QNAME=www.xqsdigvm.org; QTYPE=MX; RCODE=NOERROR
2025-08-08 11:48:13 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=123.135.147.134; Destination=219.25.52.113; QNAME=vpn.wdnnpe.info; QTYPE=NS; RCODE=NOERROR
2025-08-08 11:57:33 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=76.190.165.167; Destination=190.159.210.42; QNAME=cdn.dlxjnwmgnl.co; QTYPE=SOA; RCODE=NXDOMAIN
2025-08-08 12:03:45 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=117.109.218.68; Destination=179.204.166.194; QNAME=vpn.ypdrkrzrb.org; QTYPE=MX; RCODE=NOERROR
2025-08-08 12:09:49 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=200.129.175.26; Destination=29.69.150.11; QNAME=mail.kioso.net; QTYPE=TXT; RCODE=SERVFAIL
2025-08-08 12:13:00 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=105.183.167.228; Destination=23.54.249.46; QNAME=secure.edoag.com; QTYPE=SOA; RCODE=SERVFAIL
2025-08-08 12:15:43 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=62.157.11.50; Destination=204.150.132.83; QNAME=login.ytirqjuqrk.net; QTYPE=NS; RCODE=NOERROR
2025-08-08 12:28:47 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=110.142.234.254; Destination=12.203.213.129; QNAME=repo.mqlzfy.net; QTYPE=A; RCODE=NOERROR
2025-08-08 12:32:22 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=87.13.99.111; Destination=83.128.88.216; QNAME=updates.mwdazb.info; QTYPE=NS; RCODE=REFUSED
2025-08-08 12:35:21 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=93.183.61.142; Destination=213.179.199.245; QNAME=vpn.llnlod.info; QTYPE=A; RCODE=NXDOMAIN
2025-08-08 12:39:32 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=58.166.56.161; Destination=175.201.31.30; QNAME=portal.zqnhxslfq.co; QTYPE=MX; RCODE=FORMERR
2025-08-08 12:50:33 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=186.129.96.250; Destination=53.155.168.19; QNAME=www.wuvkngi.co; QTYPE=NS; RCODE=FORMERR
2025-08-08 13:02:46 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=117.86.90.81; Destination=67.181.187.125; QNAME=updates.jefyczudnp.xyz; QTYPE=NS; RCODE=SERVFAIL
2025-08-08 13:26:26 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=99.127.3.51; Destination=130.76.54.199; QNAME=api.wlmbnu.net; QTYPE=PTR; RCODE=FORMERR
2025-08-08 13:32:42 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=127.136.146.129; Destination=15.221.36.80; QNAME=www.crutgyzcrl.io; QTYPE=TXT; RCODE=NXDOMAIN
2025-08-08 13:33:44 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=89.71.76.211; Destination=181.20.47.39; QNAME=vpn.ctuemq.org; QTYPE=PTR; RCODE=SERVFAIL
2025-08-08 13:36:25 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=70.14.128.50; Destination=181.100.221.239; QNAME=www.iypyckr.net; QTYPE=MX; RCODE=FORMERR
2025-08-08 13:36:52 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=76.248.79.53; Destination=70.213.97.47; QNAME=api.qdithiwee.com; QTYPE=CAA; RCODE=FORMERR
2025-08-08 13:38:50 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=113.121.133.132; Destination=127.125.232.100; QNAME=mail.ukznu.io; QTYPE=PTR; RCODE=NXDOMAIN
2025-08-08 13:53:17 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=124.227.231.89; Destination=84.13.240.89; QNAME=login.zumotxbcx.net; QTYPE=SRV; RCODE=REFUSED
2025-08-08 14:02:54 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=124.185.157.250; Destination=115.1.142.180; QNAME=login.bplzvybuwr.com; QTYPE=AAAA; RCODE=SERVFAIL
2025-08-08 14:03:27 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=139.114.187.53; Destination=41.191.211.115; QNAME=status.fvlmkw.org; QTYPE=SOA; RCODE=REFUSED
2025-08-08 14:05:35 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=91.35.172.3; Destination=96.199.93.240; QNAME=portal.qkmpzxrjaa.co; QTYPE=A; RCODE=NXDOMAIN
2025-08-08 14:05:40 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=132.245.239.161; Destination=159.183.162.178; QNAME=vpn.jsurxef.org; QTYPE=CAA; RCODE=NXDOMAIN
2025-08-08 14:11:36 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=97.248.21.155; Destination=81.245.15.247; QNAME=updates.yqqccenzie.org; QTYPE=CAA; RCODE=NXDOMAIN
2025-08-08 14:11:54 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=31.255.91.248; Destination=211.85.62.118; QNAME=secure.mynredkj.io; QTYPE=CAA; RCODE=FORMERR
2025-08-08 14:13:57 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=131.168.178.42; Destination=11.235.185.217; QNAME=cdn.dufxjwrbyl.biz; QTYPE=MX; RCODE=NXDOMAIN
2025-08-08 14:23:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=200.148.234.29; Destination=27.69.84.53; QNAME=login.dosql.net; QTYPE=PTR; RCODE=SERVFAIL
2025-08-08 14:24:00 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=161.35.1.30; Destination=59.66.150.181; QNAME=status.vemeo.io; QTYPE=SRV; RCODE=NOERROR
2025-08-08 14:25:03 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=204.198.154.17; Destination=142.240.123.165; QNAME=login.duueuf.dev; QTYPE=AAAA; RCODE=SERVFAIL
2025-08-08 14:30:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=66.82.38.131; Destination=18.237.237.31; QNAME=mail.qqhpuct.biz; QTYPE=AAAA; RCODE=NOERROR
2025-08-08 14:32:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=36.80.171.56; Destination=170.224.123.161; QNAME=assets.pfjplx.dev; QTYPE=PTR; RCODE=NOERROR
