# Timestamp|LogType|Server/Origin|Protocol|Source|Destination|Action|Rule/FQDN|BytesSent|BytesRecv|User/TrafficSource|Auth/Country|Policy
2025-08-16 05:00:45|TMG|SRV-DC8|UDP|172.28.118.163:3478|205.247.127.177:123|ALLOW|ALLOW-4988|5725|1320|guest1514|ANON|HIGH
2025-07-24 17:32:12|TMG|SRV-WEB20|UDP|10.93.240.44:123|103.171.48.134:500|DENY|UDP-BLOCK-586|7792|4034|guest3128|ANON|MEDIUM
2025-07-24 16:24:00|TMG|SRV-APP13|ICMP|192.168.202.20|25.149.77.135|ALLOW|ICMP-ACCESS-183|1097|2964|admin8|KERBEROS|MEDIUM
2025-08-09 20:54:26|TMG|SRV-DC13|TCP|192.168.130.133:8080|156.66.72.28:443|DENY|TCP-BLOCK-901|6174|368|admin1|NTLM|HIGH
2025-08-01 07:43:45|TMG|SRV-APP18|ICMP|172.19.120.159|164.142.85.28|ALLOW|ICMP-ACCESS-969|7846|2818|guest4190|ANON|LOW
2025-08-14 21:06:57|TMG|SRV-WEB7|ICMP|172.24.81.147|161.242.97.9|DENY|ICMP-BLOCK-210|751|4853|DOMAIN\user82|KERBEROS|MEDIUM
2025-07-30 12:16:06|TMG|SRV-APP12|ICMP|192.168.87.98|70.5.181.192|DENY|ICMP-BLOCK-118|1639|1251|guest2512|ANON|LOW
2025-08-09 18:03:20|TMG|SRV-WEB5|TCP|192.168.207.7:3389|163.104.203.22:8080|DENY|TCP-BLOCK-455|3931|4558|admin14|AUTH|CRITICAL
2025-08-15 00:27:25|TMG|SRV-APP17|ICMP|172.30.98.174|98.221.137.246|ALLOW|ICMP-ACCESS-540|857|3599|DOMAIN\user43|NTLM|MEDIUM
2025-07-31 17:54:58|TMG|SRV-WEB9|TCP|10.213.255.1:8443|237.26.232.69:8080|ALLOW|ALLOW-6455|4980|3392|DOMAIN\user21|KERBEROS|MEDIUM
2025-08-13 15:01:50|TMG|SRV-DB9|ICMP|172.29.127.47|211.70.242.128|ALLOW|ICMP-ACCESS-473|6236|1602|DOMAIN\user59|KERBEROS|HIGH
2025-08-10 18:52:25|TMG|SRV-WEB7|TCP|10.190.132.157:8443|221.114.253.60:80|DENY|TCP-BLOCK-181|449|2427|guest7535|ANON|CRITICAL
2025-08-14 01:39:27|TMG|SRV-DC2|UDP|172.17.176.249:123|198.40.58.79:53|ALLOW|UDP-ACCESS-795|1542|4287|guest3946|ANON|HIGH
2025-08-01 22:41:49|TMG|SRV-DC7|UDP|10.245.65.73:3478|221.208.173.89:3478|DENY|UDP-BLOCK-998|5843|1825|svc-app8|NTLM|MEDIUM
2025-08-13 04:41:07|TMG|SRV-WEB18|ICMP|10.107.186.87|240.29.207.249|DENY|ICMP-BLOCK-527|6235|3498|DOMAIN\user89|NTLM|MEDIUM
2025-07-31 12:17:13|TMG|SRV-APP12|UDP|172.25.50.35:53|13.165.106.231:1194|ALLOW|ALLOW-8953|8896|1120|svc-db15|AUTH|LOW
2025-08-15 02:36:29|TMG|SRV-DC12|UDP|192.168.7.14:1194|121.222.204.52:500|ALLOW|UDP-ACCESS-501|8319|179|admin2|AUTH|CRITICAL
2025-08-11 23:42:29|TMG|SRV-WEB1|TCP|10.186.147.206:8443|100.40.231.143:80|DENY|TCP-BLOCK-366|1685|2557|DOMAIN\user90|NTLM|CRITICAL
2025-07-22 21:36:55|TMG|SRV-DB16|TCP|10.172.202.63:8080|151.241.118.170:22|ALLOW|ALLOW-9437|3918|3246|admin2|AUTH|HIGH
2025-07-30 21:57:12|TMG|SRV-APP7|UDP|192.168.153.146:3478|202.148.202.116:123|ALLOW|UDP-ACCESS-577|1139|88|DOMAIN\user3|AUTH|HIGH
2025-07-25 01:15:27|TMG|SRV-WEB3|ICMP|172.19.190.34|98.19.245.170|DENY|ICMP-BLOCK-681|9759|4736|guest6328|ANON|CRITICAL
2025-08-06 10:40:40|TMG|SRV-WEB19|TCP|172.18.219.207:3389|146.254.48.35:443|DENY|TCP-BLOCK-725|9916|4627|svc-app9|NTLM|MEDIUM
2025-07-20 22:50:59|TMG|SRV-WEB3|ICMP|10.178.209.11|236.98.112.202|DENY|ICMP-BLOCK-840|5285|4684|guest2213|ANON|CRITICAL
2025-07-25 07:53:55|TMG|SRV-DC17|ICMP|172.22.30.8|71.236.236.156|DENY|ICMP-BLOCK-459|373|746|DOMAIN\user63|KERBEROS|MEDIUM
2025-08-03 23:08:30|TMG|SRV-DB13|ICMP|10.87.90.49|172.28.145.200|DENY|ICMP-BLOCK-940|8728|1066|DOMAIN\user80|AUTH|MEDIUM
2025-08-06 20:09:34|TMG|SRV-DB6|TCP|172.31.47.250:22|192.168.192.133:8080|DENY|TCP-BLOCK-293|185|2372|svc-web6|NTLM|LOW
2025-07-30 14:58:52|TMG|SRV-DC18|TCP|192.168.134.86:80|181.64.128.157:3389|ALLOW|ALLOW-8721|7688|4188|admin11|AUTH|MEDIUM
2025-08-01 22:44:24|TMG|SRV-DB7|ICMP|172.21.221.32|172.25.170.126|ALLOW|ICMP-ACCESS-184|3330|3123|DOMAIN\user61|KERBEROS|MEDIUM
2025-07-30 08:03:20|TMG|SRV-APP6|ICMP|172.25.105.190|137.166.131.223|ALLOW|ALLOW-9240|2879|4955|guest8743|ANON|MEDIUM
2025-07-22 21:35:07|TMG|SRV-WEB11|TCP|192.168.69.241:80|95.102.24.20:80|DENY|TCP-BLOCK-189|9338|3322|guest7631|ANON|HIGH
2025-07-25 21:35:09|TMG|SRV-WEB13|UDP|172.29.8.104:3478|172.17.147.249:53|DENY|UDP-BLOCK-283|7380|2992|guest5905|ANON|LOW
2025-07-31 03:53:44|TMG|SRV-DC2|UDP|192.168.222.224:1194|123.225.58.40:161|ALLOW|UDP-ACCESS-963|6791|3704|DOMAIN\user6|KERBEROS|CRITICAL
2025-07-29 06:31:28|TMG|SRV-APP9|UDP|10.177.97.228:1194|172.28.156.86:500|DENY|UDP-BLOCK-129|4886|1143|guest1089|ANON|HIGH
2025-08-03 23:47:21|TMG|SRV-DC6|ICMP|192.168.184.247|192.168.19.100|DENY|ICMP-BLOCK-575|7092|2258|admin11|NTLM|MEDIUM
2025-07-22 16:17:23|TMG|SRV-DC18|ICMP|172.27.249.241|249.146.34.195|DENY|ICMP-BLOCK-759|5095|3532|DOMAIN\user14|NTLM|HIGH
2025-08-10 13:03:21|TMG|SRV-DC20|ICMP|172.17.147.240|113.28.15.168|DENY|ICMP-BLOCK-273|7425|408|svc-db4|AUTH|LOW
2025-08-18 06:38:52|TMG|SRV-DC15|ICMP|172.28.162.208|172.27.167.199|ALLOW|ICMP-ACCESS-662|5573|4321|admin14|AUTH|HIGH
2025-08-17 10:27:43|TMG|SRV-DC1|TCP|10.36.227.64:22|166.79.112.45:8443|DENY|TCP-BLOCK-976|8076|71|admin12|NTLM|LOW
2025-08-09 00:10:32|TMG|SRV-APP3|ICMP|10.252.83.109|51.147.94.52|ALLOW|ICMP-ACCESS-766|5395|3679|DOMAIN\user27|AUTH|HIGH
2025-08-09 15:51:47|TMG|SRV-APP15|TCP|192.168.4.68:8080|179.18.184.84:22|DENY|TCP-BLOCK-991|2286|2712|guest8344|ANON|HIGH
2025-08-14 20:47:57|TMG|SRV-DC14|UDP|172.21.125.127:53|103.253.224.26:4500|DENY|UDP-BLOCK-323|226|1062|svc-web14|NTLM|LOW
2025-08-15 18:01:54|TMG|SRV-DB7|UDP|10.238.223.122:1194|86.233.56.108:3478|DENY|UDP-BLOCK-218|6204|1582|admin16|AUTH|LOW
2025-08-05 21:42:24|TMG|SRV-WEB5|TCP|172.19.193.233:8080|37.170.176.184:80|DENY|TCP-BLOCK-152|1627|1452|svc-app8|NTLM|LOW
2025-08-11 19:34:56|TMG|SRV-APP6|ICMP|172.24.175.130|142.62.74.120|ALLOW|ALLOW-4921|8510|196|admin20|NTLM|HIGH
2025-07-28 12:24:47|TMG|SRV-DC6|UDP|10.213.252.186:123|102.158.76.247:4500|DENY|UDP-BLOCK-385|5612|86|guest7655|ANON|MEDIUM
2025-08-01 04:28:43|TMG|SRV-DB7|TCP|192.168.69.179:3389|10.115.185.195:8443|ALLOW|ALLOW-8556|8746|3318|DOMAIN\user2|NTLM|CRITICAL
2025-07-21 03:10:59|TMG|SRV-DC16|ICMP|192.168.3.249|82.237.219.129|DENY|ICMP-BLOCK-467|3778|4624|DOMAIN\user80|AUTH|HIGH
2025-08-14 07:32:50|TMG|SRV-DC10|UDP|10.52.26.207:161|215.52.105.31:1194|DENY|UDP-BLOCK-931|7810|1153|svc-web14|AUTH|HIGH
2025-08-18 05:08:34|TMG|SRV-DC5|TCP|192.168.202.232:3389|185.146.50.243:3389|ALLOW|ALLOW-2216|7741|4342|guest7514|ANON|HIGH
2025-08-08 20:38:12|TMG|SRV-APP16|UDP|172.22.83.42:1194|63.170.190.163:500|DENY|UDP-BLOCK-798|1624|1043|guest1959|ANON|MEDIUM
2025-07-22 13:17:59|TMG|SRV-APP3|TCP|192.168.221.15:80|130.113.59.72:8080|DENY|TCP-BLOCK-885|3678|3158|DOMAIN\user27|AUTH|HIGH
2025-08-03 12:54:55|TMG|SRV-WEB2|ICMP|10.57.4.144|165.237.79.78|ALLOW|ICMP-ACCESS-538|3482|934|admin4|NTLM|MEDIUM
2025-07-30 10:57:29|TMG|SRV-DB2|ICMP|172.24.31.21|14.234.177.250|DENY|ICMP-BLOCK-297|315|2685|admin1|NTLM|LOW
2025-08-03 18:29:41|TMG|SRV-WEB9|UDP|10.111.70.145:3478|185.85.139.128:53|ALLOW|UDP-ACCESS-746|1409|4625|svc-db1|AUTH|LOW
2025-08-06 08:28:02|TMG|SRV-DB16|TCP|172.19.28.252:22|1.91.248.214:3389|DENY|TCP-BLOCK-459|8468|290|admin7|NTLM|LOW
2025-07-23 21:42:30|TMG|SRV-WEB8|ICMP|192.168.170.37|147.18.131.18|ALLOW|ICMP-ACCESS-883|9006|3780|svc-web13|NTLM|MEDIUM
2025-08-10 10:22:00|TMG|SRV-WEB14|ICMP|10.244.149.212|192.168.105.235|DENY|ICMP-BLOCK-158|7820|25|svc-db5|NTLM|CRITICAL
2025-08-09 03:18:57|TMG|SRV-APP3|ICMP|10.167.195.19|95.200.132.243|DENY|ICMP-BLOCK-527|4741|4745|DOMAIN\user53|KERBEROS|CRITICAL
2025-07-27 17:30:46|TMG|SRV-APP11|UDP|10.138.211.218:53|192.168.235.38:161|DENY|UDP-BLOCK-489|2315|4476|svc-app9|AUTH|LOW
2025-08-05 13:49:48|TMG|SRV-DB9|UDP|10.183.41.130:4500|192.168.2.248:4500|DENY|UDP-BLOCK-471|1087|3798|guest4433|ANON|LOW
2025-07-21 14:50:12|TMG|SRV-APP7|TCP|10.190.52.148:8080|202.50.163.79:8443|ALLOW|TCP-ACCESS-107|8448|82|guest8098|ANON|CRITICAL
2025-07-24 15:13:13|TMG|SRV-DB20|ICMP|10.57.11.233|210.91.30.143|DENY|ICMP-BLOCK-371|562|3774|DOMAIN\user90|AUTH|MEDIUM
2025-07-24 22:46:50|TMG|SRV-APP15|TCP|192.168.53.122:8080|13.156.154.248:443|ALLOW|ALLOW-3309|7139|846|DOMAIN\user66|NTLM|CRITICAL
2025-07-26 09:48:46|TMG|SRV-APP3|UDP|10.81.216.140:53|163.133.23.240:53|DENY|UDP-BLOCK-727|171|3348|DOMAIN\user29|KERBEROS|CRITICAL
2025-07-24 16:40:42|TMG|SRV-APP13|ICMP|172.23.181.68|192.168.10.241|DENY|ICMP-BLOCK-406|2703|4696|svc-db15|KERBEROS|HIGH
2025-08-18 14:44:25|TMG|SRV-APP16|TCP|10.136.137.80:8080|206.0.24.57:443|ALLOW|ALLOW-3221|1166|1649|guest6448|ANON|LOW
2025-07-29 15:21:56|TMG|SRV-WEB18|UDP|192.168.42.106:500|11.84.197.238:161|DENY|UDP-BLOCK-527|5774|4788|DOMAIN\user6|KERBEROS|HIGH
2025-08-13 20:19:01|TMG|SRV-DC2|TCP|192.168.70.165:3389|198.165.219.212:22|ALLOW|TCP-ACCESS-442|5773|1159|guest3455|ANON|MEDIUM
2025-07-22 14:45:09|TMG|SRV-WEB4|ICMP|192.168.228.88|85.177.185.98|ALLOW|ICMP-ACCESS-750|5249|1211|svc-app4|KERBEROS|CRITICAL
2025-08-10 15:15:32|TMG|SRV-DB2|UDP|172.24.68.244:1194|172.20.108.134:123|DENY|UDP-BLOCK-962|5112|1831|DOMAIN\user20|KERBEROS|HIGH
2025-07-29 18:08:38|TMG|SRV-WEB12|TCP|192.168.63.149:8080|172.20.122.200:443|DENY|TCP-BLOCK-793|1608|1315|DOMAIN\user17|AUTH|LOW
2025-08-10 07:01:10|TMG|SRV-DC18|TCP|10.214.37.51:8443|228.216.188.172:80|ALLOW|TCP-ACCESS-943|1197|1745|DOMAIN\user46|AUTH|CRITICAL
2025-07-28 10:55:53|TMG|SRV-WEB15|TCP|172.30.171.149:443|192.168.239.12:443|DENY|TCP-BLOCK-781|6120|4931|DOMAIN\user17|NTLM|MEDIUM
2025-08-02 08:38:42|TMG|SRV-DB3|TCP|192.168.38.226:3389|224.16.101.141:22|ALLOW|TCP-ACCESS-832|7398|1920|admin12|AUTH|HIGH
2025-07-31 23:28:38|TMG|SRV-WEB7|TCP|172.26.95.23:8443|24.244.189.222:8443|ALLOW|TCP-ACCESS-698|278|2482|DOMAIN\user23|KERBEROS|MEDIUM
2025-08-05 14:22:58|TMG|SRV-DB1|UDP|172.23.80.199:161|124.197.14.112:1194|DENY|UDP-BLOCK-133|6703|2954|DOMAIN\user79|AUTH|MEDIUM
2025-07-31 07:36:00|TMG|SRV-DC19|ICMP|192.168.84.209|29.132.64.233|ALLOW|ICMP-ACCESS-713|1670|4714|DOMAIN\user67|KERBEROS|HIGH
2025-07-27 03:13:22|TMG|SRV-APP16|ICMP|192.168.22.15|192.168.25.89|DENY|ICMP-BLOCK-506|9531|1444|admin3|AUTH|MEDIUM
2025-07-26 14:50:31|TMG|SRV-DC2|TCP|192.168.216.30:80|167.91.152.199:8080|DENY|TCP-BLOCK-812|4762|1950|DOMAIN\user95|KERBEROS|CRITICAL
2025-07-25 21:20:54|TMG|SRV-DC13|TCP|192.168.111.95:8080|10.72.177.93:8443|ALLOW|TCP-ACCESS-159|7901|4033|admin8|NTLM|MEDIUM
2025-08-03 17:45:03|TMG|SRV-DB13|TCP|172.25.6.222:80|16.8.194.29:8443|DENY|TCP-BLOCK-173|1672|2317|admin2|NTLM|HIGH
2025-08-14 05:24:59|TMG|SRV-DB8|UDP|10.69.81.225:4500|141.144.2.104:500|DENY|UDP-BLOCK-357|4919|4453|admin13|AUTH|MEDIUM
2025-08-04 17:26:47|TMG|SRV-DB13|ICMP|172.27.198.94|10.49.89.77|DENY|ICMP-BLOCK-675|6182|3442|DOMAIN\user34|NTLM|LOW
2025-08-17 18:13:44|TMG|SRV-APP12|ICMP|10.7.32.76|79.226.234.9|ALLOW|ALLOW-5208|9545|1083|guest7363|ANON|LOW
2025-08-04 02:28:04|TMG|SRV-WEB3|ICMP|10.118.215.117|129.39.205.234|DENY|ICMP-BLOCK-425|1434|729|svc-web11|AUTH|HIGH
2025-07-31 00:22:07|TMG|SRV-APP4|UDP|10.92.135.95:3478|199.76.41.46:4500|DENY|UDP-BLOCK-486|8575|4720|guest7034|ANON|HIGH
2025-08-12 19:39:00|TMG|SRV-WEB13|TCP|172.25.244.1:22|194.44.99.180:8080|DENY|TCP-BLOCK-466|669|115|svc-db7|KERBEROS|CRITICAL
2025-08-03 06:01:27|TMG|SRV-WEB10|UDP|10.24.81.112:4500|96.204.91.62:123|ALLOW|ALLOW-1606|3607|1964|svc-app15|AUTH|CRITICAL
2025-07-23 08:53:42|TMG|SRV-WEB4|TCP|172.22.196.34:8080|14.45.177.99:80|ALLOW|ALLOW-7432|4970|439|guest1706|ANON|CRITICAL
2025-07-29 23:04:36|TMG|SRV-APP16|TCP|10.126.209.175:80|60.220.118.132:22|ALLOW|TCP-ACCESS-972|7213|3267|admin14|AUTH|LOW
2025-08-08 19:18:36|TMG|SRV-DB4|UDP|192.168.205.151:1194|10.23.36.214:500|ALLOW|UDP-ACCESS-435|3966|964|admin3|KERBEROS|HIGH
2025-07-19 23:48:03|TMG|SRV-DB12|TCP|192.168.41.98:8080|46.11.39.94:80|DENY|TCP-BLOCK-944|2140|3270|DOMAIN\user69|NTLM|MEDIUM
2025-08-12 07:42:56|TMG|SRV-DC17|TCP|10.245.23.146:8080|216.189.77.227:8443|DENY|TCP-BLOCK-864|9244|2590|DOMAIN\user9|KERBEROS|HIGH
2025-08-14 16:23:39|TMG|SRV-WEB10|ICMP|172.17.164.21|31.138.252.34|DENY|ICMP-BLOCK-964|7325|3483|svc-web8|NTLM|MEDIUM
2025-08-07 17:17:03|TMG|SRV-APP17|TCP|10.117.138.186:8080|99.205.100.81:443|ALLOW|TCP-ACCESS-354|9547|4529|guest9217|ANON|LOW
2025-07-20 14:20:02|TMG|SRV-DC5|ICMP|10.200.197.24|192.168.118.219|ALLOW|ICMP-ACCESS-271|3861|4363|DOMAIN\user98|KERBEROS|HIGH
2025-08-06 07:39:17|TMG|SRV-DC13|UDP|10.107.119.18:4500|192.168.121.16:1194|ALLOW|UDP-ACCESS-215|2185|3392|guest6816|ANON|LOW
2025-07-28 11:25:09|TMG|SRV-APP12|ICMP|10.94.211.165|124.35.107.173|ALLOW|ALLOW-9117|5354|4847|guest8508|ANON|MEDIUM
2025-07-22 20:12:10|TMG|SRV-DC2|UDP|172.22.66.174:500|123.71.92.86:500|DENY|UDP-BLOCK-190|7597|4429|guest6592|ANON|HIGH
2025-07-31 06:47:00|TMG|SRV-APP6|TCP|10.93.75.48:3389|163.31.3.20:22|ALLOW|TCP-ACCESS-403|1347|913|guest8122|ANON|CRITICAL
2025-08-02 21:12:34|TMG|SRV-WEB15|UDP|10.214.238.7:53|115.63.97.208:3478|ALLOW|UDP-ACCESS-335|64|593|DOMAIN\user70|KERBEROS|MEDIUM
2025-08-12 20:32:47|TMG|SRV-DC7|TCP|172.29.206.230:80|172.17.247.203:8443|ALLOW|TCP-ACCESS-747|4135|3747|svc-app5|NTLM|LOW
2025-07-30 00:58:07|TMG|SRV-DC19|UDP|172.23.50.15:123|10.215.154.91:4500|ALLOW|UDP-ACCESS-795|432|2687|svc-app13|KERBEROS|CRITICAL
2025-08-02 04:18:39|TMG|SRV-DB13|UDP|10.103.68.1:500|146.12.104.18:3478|ALLOW|ALLOW-1005|1222|4171|svc-web1|KERBEROS|MEDIUM
2025-07-20 22:39:51|TMG|SRV-DC9|UDP|172.31.62.55:3478|172.25.218.149:161|ALLOW|ALLOW-7301|9961|4746|admin16|AUTH|CRITICAL
2025-07-26 00:49:44|TMG|SRV-DB1|ICMP|10.166.227.167|91.166.41.122|ALLOW|ALLOW-5894|9680|2846|guest1793|ANON|MEDIUM
2025-07-25 02:51:00|TMG|SRV-DB3|ICMP|10.54.102.195|118.106.73.173|DENY|ICMP-BLOCK-929|6491|4336|admin15|AUTH|LOW
2025-08-18 04:11:44|TMG|SRV-DB5|UDP|10.190.87.226:161|140.2.152.57:3478|ALLOW|UDP-ACCESS-613|6275|4364|guest5279|ANON|HIGH
2025-08-08 09:18:58|TMG|SRV-DB10|TCP|10.116.245.51:443|66.33.231.123:3389|DENY|TCP-BLOCK-306|1761|3912|admin19|KERBEROS|MEDIUM
2025-07-28 08:08:42|TMG|SRV-DB8|ICMP|10.52.193.191|87.100.222.204|DENY|ICMP-BLOCK-847|3008|4748|admin19|NTLM|CRITICAL
2025-08-16 04:58:23|TMG|SRV-DB12|UDP|192.168.219.74:3478|12.203.250.130:4500|DENY|UDP-BLOCK-511|7662|1812|guest5766|ANON|HIGH
2025-08-17 04:15:06|TMG|SRV-DC1|TCP|10.121.91.97:8080|29.129.231.87:3389|ALLOW|TCP-ACCESS-494|5484|3932|admin16|AUTH|CRITICAL
2025-08-10 18:13:53|TMG|SRV-DB17|TCP|172.19.189.188:8443|172.24.249.20:8080|DENY|TCP-BLOCK-692|8825|2223|svc-app12|AUTH|MEDIUM
2025-08-16 08:18:44|TMG|SRV-WEB13|UDP|192.168.65.26:161|239.181.106.185:4500|ALLOW|ALLOW-4882|264|4451|admin12|NTLM|HIGH
2025-08-17 03:03:12|TMG|SRV-DC11|TCP|172.26.57.21:3389|172.29.227.149:8443|DENY|TCP-BLOCK-296|1078|908|admin10|AUTH|HIGH
2025-07-20 21:32:57|TMG|SRV-DC3|UDP|10.172.37.45:53|10.226.132.227:53|ALLOW|ALLOW-7051|6544|1173|svc-app3|AUTH|MEDIUM
2025-07-20 07:58:25|TMG|SRV-DC14|TCP|192.168.178.10:8080|87.81.235.241:8080|ALLOW|TCP-ACCESS-267|6113|4687|DOMAIN\user69|KERBEROS|MEDIUM
2025-07-31 00:49:46|TMG|SRV-APP13|TCP|172.29.56.183:22|142.0.253.147:80|ALLOW|ALLOW-2911|7159|381|svc-app10|KERBEROS|LOW
2025-07-26 15:02:24|TMG|SRV-DB10|UDP|192.168.52.193:161|230.202.99.3:123|ALLOW|UDP-ACCESS-905|8577|1415|svc-web2|AUTH|HIGH
2025-08-03 13:38:30|TMG|SRV-APP15|UDP|10.223.247.184:53|147.7.19.49:3478|DENY|UDP-BLOCK-761|9723|58|DOMAIN\user22|KERBEROS|HIGH
2025-08-07 17:59:24|TMG|SRV-DC4|UDP|192.168.160.173:161|223.201.178.31:4500|DENY|UDP-BLOCK-912|6486|3625|admin11|AUTH|CRITICAL
2025-08-07 03:01:44|TMG|SRV-WEB18|TCP|10.195.180.69:8080|90.170.147.166:22|DENY|TCP-BLOCK-948|154|3074|svc-app6|AUTH|MEDIUM
2025-08-10 13:28:42|TMG|SRV-DB20|TCP|192.168.21.33:443|120.126.252.126:8443|DENY|TCP-BLOCK-286|9823|3450|DOMAIN\user39|AUTH|CRITICAL
2025-08-04 05:58:53|TMG|SRV-DB16|UDP|192.168.31.134:3478|33.181.40.238:500|ALLOW|ALLOW-7079|5820|1482|guest6078|ANON|HIGH
2025-07-26 08:24:56|TMG|SRV-APP15|TCP|192.168.187.168:443|6.240.28.92:80|ALLOW|TCP-ACCESS-201|593|1045|admin5|KERBEROS|CRITICAL
2025-08-15 07:13:03|TMG|SRV-DB9|TCP|192.168.135.211:8080|127.188.28.174:22|ALLOW|TCP-ACCESS-758|9141|1831|admin18|AUTH|CRITICAL
2025-08-06 01:30:53|TMG|SRV-DB16|ICMP|10.185.130.186|174.96.178.188|ALLOW|ALLOW-5334|6594|4296|guest4740|ANON|CRITICAL
2025-08-16 10:36:19|TMG|SRV-DB6|UDP|192.168.69.244:53|10.201.4.223:53|ALLOW|UDP-ACCESS-229|7163|3984|svc-web1|NTLM|CRITICAL
2025-08-05 19:26:06|TMG|SRV-APP12|UDP|10.14.255.150:4500|191.17.6.180:123|ALLOW|UDP-ACCESS-947|7671|2708|DOMAIN\user19|AUTH|HIGH
2025-07-23 13:27:49|TMG|SRV-DC12|ICMP|172.24.193.131|197.196.219.76|ALLOW|ICMP-ACCESS-669|9004|972|guest1519|ANON|CRITICAL
2025-08-14 11:31:32|TMG|SRV-WEB9|ICMP|172.18.242.237|67.143.11.49|DENY|ICMP-BLOCK-102|4733|1641|admin6|NTLM|LOW
2025-07-25 16:54:53|TMG|SRV-WEB10|ICMP|10.63.96.109|170.146.162.1|ALLOW|ALLOW-2220|9250|3884|svc-app1|KERBEROS|LOW
2025-08-16 06:33:07|TMG|SRV-DB15|TCP|10.229.86.12:8080|64.213.181.177:3389|ALLOW|ALLOW-5556|9349|1006|admin13|KERBEROS|LOW
2025-07-30 21:42:56|TMG|SRV-DC7|ICMP|192.168.251.66|175.85.188.192|DENY|ICMP-BLOCK-434|2631|2357|admin16|NTLM|CRITICAL
2025-07-29 11:36:58|TMG|SRV-DC15|ICMP|172.21.152.91|82.78.54.183|DENY|ICMP-BLOCK-422|219|820|DOMAIN\user17|KERBEROS|LOW
2025-08-06 03:43:17|TMG|SRV-DC5|TCP|10.2.181.153:8080|159.77.58.173:3389|DENY|TCP-BLOCK-392|8063|565|admin18|KERBEROS|HIGH
2025-08-17 16:51:03|TMG|SRV-APP13|UDP|192.168.4.177:3478|203.202.169.141:161|DENY|UDP-BLOCK-762|8283|3447|admin13|AUTH|CRITICAL
2025-07-24 22:21:55|TMG|SRV-DC9|TCP|172.19.193.156:3389|211.247.19.201:22|ALLOW|ALLOW-8656|6075|2599|admin14|NTLM|MEDIUM
2025-07-21 05:33:45|TMG|SRV-APP15|ICMP|10.180.210.103|192.168.184.210|DENY|ICMP-BLOCK-626|1937|3919|guest9393|ANON|MEDIUM
2025-08-03 11:11:07|TMG|SRV-APP2|TCP|172.22.139.172:22|83.213.114.56:22|ALLOW|TCP-ACCESS-839|2503|4617|svc-web13|KERBEROS|HIGH
2025-08-02 08:29:20|TMG|SRV-DC1|ICMP|192.168.144.176|39.149.92.78|DENY|ICMP-BLOCK-452|4603|425|DOMAIN\user90|NTLM|LOW
2025-08-17 12:03:57|TMG|SRV-WEB19|TCP|172.20.148.29:80|175.48.211.96:443|DENY|TCP-BLOCK-618|4479|864|svc-db5|KERBEROS|MEDIUM
2025-08-06 04:45:00|TMG|SRV-APP3|TCP|172.23.123.213:22|133.139.150.29:80|DENY|TCP-BLOCK-928|1895|4841|admin7|AUTH|LOW
2025-07-24 21:27:40|TMG|SRV-WEB8|ICMP|192.168.199.117|130.15.170.131|ALLOW|ICMP-ACCESS-523|3756|664|guest5604|ANON|MEDIUM
2025-08-08 02:48:38|TMG|SRV-APP2|UDP|192.168.102.219:161|71.1.148.174:4500|ALLOW|ALLOW-3784|1678|41|guest3611|ANON|LOW
2025-08-10 11:41:47|TMG|SRV-APP8|ICMP|10.149.40.118|52.43.5.155|DENY|ICMP-BLOCK-645|3367|2002|admin10|KERBEROS|CRITICAL
2025-08-01 22:40:36|TMG|SRV-APP18|TCP|172.21.80.148:3389|10.4.108.163:443|DENY|TCP-BLOCK-876|8917|1976|guest6034|ANON|MEDIUM
2025-08-05 06:42:10|TMG|SRV-DB15|TCP|10.13.99.111:443|111.94.65.164:22|ALLOW|ALLOW-9359|8627|2054|guest2824|ANON|CRITICAL
2025-08-10 19:37:56|TMG|SRV-WEB4|UDP|10.126.172.98:123|153.13.153.129:53|ALLOW|UDP-ACCESS-100|5070|4351|guest5364|ANON|LOW
2025-07-27 11:47:40|TMG|SRV-DB16|UDP|10.236.22.112:1194|93.210.67.94:53|DENY|UDP-BLOCK-709|2379|3576|DOMAIN\user72|NTLM|MEDIUM
2025-07-21 03:05:23|TMG|SRV-DC8|ICMP|192.168.178.125|12.120.152.68|DENY|ICMP-BLOCK-321|4699|4668|guest7066|ANON|HIGH
2025-08-16 05:41:05|TMG|SRV-WEB1|ICMP|192.168.54.54|20.123.68.12|ALLOW|ICMP-ACCESS-587|2243|482|DOMAIN\user86|KERBEROS|CRITICAL
2025-08-01 03:00:46|TMG|SRV-WEB16|UDP|172.23.13.166:1194|170.65.81.185:500|ALLOW|ALLOW-7523|3546|1299|svc-db4|KERBEROS|LOW
2025-08-07 04:44:06|TMG|SRV-DC17|TCP|10.64.127.221:443|38.11.182.124:3389|DENY|TCP-BLOCK-916|6634|1092|admin10|KERBEROS|LOW
2025-07-27 10:14:25|TMG|SRV-WEB3|UDP|172.31.42.34:3478|201.164.7.222:500|DENY|UDP-BLOCK-763|8915|1371|admin3|NTLM|MEDIUM
2025-08-16 00:00:36|TMG|SRV-APP16|TCP|192.168.74.241:3389|8.237.151.44:443|DENY|TCP-BLOCK-520|7062|3158|admin16|NTLM|HIGH
2025-08-09 01:56:28|TMG|SRV-WEB17|UDP|172.17.172.91:3478|10.57.203.117:4500|ALLOW|UDP-ACCESS-422|9437|2429|svc-app1|AUTH|LOW
